Aircraft Type,Aircraft Subtype,Aircraft Name,Year in Service,Country of Origin,Operator(s) if different from country of origin
Prototypes,Misc prototypes,CANT Z.516,1940,Italy,bomber floatplane
Prototypes,Misc prototypes,Caproni Ca.316,1940,Italy,floatplane
Prototypes,Misc prototypes,Caproni Ca.331,1940,Italy,"reconnaissance aircraft, bomber, and night fighter"
Prototypes,Misc prototypes,Consolidated XP4Y Corregidor,1939,US,patrol seaplane
Prototypes,Misc prototypes,DFS 228,1944,Germany,high-altitude manned reconnaissance rocket
Prototypes,Misc prototypes,ERCO Ercoupe YO-55,1940,US,JATO tests
Prototypes,Misc prototypes,Fairchild XBQ-3,1944,US,assault drone
Prototypes,Misc prototypes,Fleetwings XBQ-2,1943,US,assault drone
Prototypes,Misc prototypes,General Aircraft Fleet Shadower,1940,UK,low speed shipborne aircraft for tracking enemy vessels
Prototypes,Misc prototypes,Kawanishi E15K,1941,Japan,reconnaissance floatplane
Prototypes,Misc prototypes,Koolhoven F.K.49,1935,Netherlands,photo survey
Prototypes,Misc prototypes,Loire-Nieuport 10,1939,France,patrol floatplane
Prototypes,Misc prototypes,LWS-3 Mewa,1938,Poland,army cooperation
Prototypes,Misc prototypes,Nakajima Ki-115,1945,Japan,kamikaze aircraft
Prototypes,Misc prototypes,Nihon L7P,1942,Japan,transport amphibian
Prototypes,Misc prototypes,Nikol A-2,1939,Poland,seaplane trainer
Prototypes,Misc prototypes,Potez-CAMS 141,1938,France,long range reconnaissance flying boat
Prototypes,Misc prototypes,Praga E-51,1938,Czechoslovakia,tactical reconnaissance
Prototypes,Misc prototypes,SFAN 11,1940,France,liaison
Prototypes,Misc prototypes,Short Seaford,1944,UK,"improved Sunderland, trials only"
Prototypes,Misc prototypes,Short Shetland,1944,UK,"large, long range reconnaissance flying boat"
Prototypes,Misc prototypes,SNCAC NC.4-10,1939,France,floatplane bomber/torpedo bomber
Prototypes,Misc prototypes,SNCAO 30,1938,France,seaplane trainer
Prototypes,Misc prototypes,Tachikawa Ki-70,1943,Japan,high speed photo reconnaissance aircraft
Prototypes,Misc prototypes,Tupolev MTB-2,1937,USSR,"four-engine flying boat, cancelled after German invasion"
Prototypes,Misc prototypes,Zveno SPB,1938,USSR,parasite fighter system with large bomber carrying 2-5 fighters
Research,Flight behavior research,Armstrong Whitworth A.W.52,1945,UK,flying wing
Research,Flight behavior research,Bell 30,1943,US,experimental helicopter
Research,Flight behavior research,Cierva W.9,1945,UK,experimental helicopter
Research,Flight behavior research,DFS 40,1939,Germany,tailless aircraft
Research,Flight behavior research,DFS 194,1940,Germany,aerodynamic testbed for Messerschmitt Me 163
Research,Flight behavior research,Göppingen Gö 9,1941,Germany,tail mounted propeller testbed
Research,Flight behavior research,Handley Page Manx,1943,UK,tailless aircraft
Research,Flight behavior research,Hiller XH-44,1944,US,coaxial rotor helicopter
Research,Flight behavior research,Hillson Bi-mono,1941,UK,slip wing testbed
Research,Flight behavior research,Kayaba Ku-2,1940,Japan,tailless glider
Research,Flight behavior research,Kayaba Ku-3,1941,Japan,tailless glider
Research,Flight behavior research,Kawasaki Ki-78,1942,Japan,high speed flight
Research,Flight behavior research,Kellett XR-8,1944,US,intermesh rotor helicopter
Research,Flight behavior research,Lippisch DM-1,1944,Germany,delta-wing glider
Research,Flight behavior research,Martin 162A Tadpole Clipper,1937,US,half scale flyingboat
Research,Flight behavior research,Miles M.30,1942,UK,blended wing
Research,Flight behavior research,Miles M.35 Libellula,1942,UK,tandem wing
Research,Flight behavior research,Miles M.39B Libellula,1943,UK,tandem wing/canard
Research,Flight behavior research,Northrop N-1M,1941,US,flying wing
Research,Flight behavior research,Northrop N-9M,1942,US,flying wing
Research,Flight behavior research,Payen PA-22,1942,France,delta and tandem-wing
Research,Flight behavior research,Piasecki PV-2,1943,US,helicopter
Research,Flight behavior research,Saro Shrimp,1939,UK,half sized flying boat
Research,Flight behavior research,Tachikawa SS-1,1943,Japan,"high altitude research, pressurized cabin"
Research,Flight behavior research,Vought V-173,1942,US,aerodynamic testbed for Vought XF5U which never flew
Research,Flight behavior research,Yokosuka MXY6,1943,Japan,aerodynamic testbed for Kyushu J7W
Research,Flight behavior research,Yokosuka MXY8/Ku-13,1945,Japan,aerodynamic testbed for Mitsubishi J8M rocket interceptor
Research,Engine research,Caproni Campini N.1,1940,Italy,jet engine testbed
Research,Engine research,Folland Fo.108,1940,UK,piston engine testbed
Research,Engine research,Gloster E.28/39,1941,UK,jet engine testbed
Research,Engine research,Heinkel He 176,1939,Germany,rocket engine testbed
Research,Engine research,Heinkel He 178,1939,Germany,jet engine testbed
Misc research,Misc research,Akaflieg Berlin B 9,1944,Germany,prone pilot research
Misc research,Misc research,Heinkel He 119,1937,Germany,streamlining
Misc research,Misc research,Piaggio P.111,1941,Italy,high altitude research
Prototypes,Missile prototypes,Blohm & Voss BV 143,1941,Germany,anti-ship missile
Prototypes,Missile prototypes,Blohm & Voss BV 246,1943,Germany,Hagelkorn guided glide bomb
Prototypes,Missile prototypes,EMW C2 Wasserfall,1943,Germany,guided surface-to-air missile developed from V-2
Prototypes,Missile prototypes,Fletcher PQ-11,1941,US,target drone/glide bomb
Prototypes,Missile prototypes,McDonnell LBD Gargoyle,1945,US,air-to-surface missile
Prototypes,Missile prototypes,Mistel,1943,Germany,large air-to-surface missile with parasite guidance aircraft
Prototypes,Missile prototypes,Northrop JB-1 Bat,1944,US,surface-to-surface missile
Prototypes,Missile prototypes,Republic-Ford JB-2,1944,US,surface-to-surface missile (V-1 copy)
Prototypes,Missile prototypes,Rheinmetall-Borsig Feuerlilie,1943,Germany,surface-to-air missile
Prototypes,Missile prototypes,Ruhrstahl X-4,1944,Germany,air-to-air missile
